person_id,arrest_id,arrest_date,charge_no,charge_degree,offense_category
50037,4684486,2017-12-06,4,misdemeanor,drug
1574914,5267164,2017-08-31,2,misdemeanor,drug
1574914,5267164,2017-08-31,3,misdemeanor,drug
1574914,5267164,2017-08-31,1,misdemeanor,drug
929132,6146578,2017-02-07,1,misdemeanor,drug
929132,6146578,2017-02-07,2,misdemeanor,drug
8327,4814788,2017-11-15,2,felony,drug
8327,4814788,2017-11-15,3,misdemeanor,drug
8327,4814788,2017-11-15,1,felony,drug
57619,4858215,2017-11-07,1,misdemeanor,other
57619,4858215,2017-11-07,3,misdemeanor,other
57619,4858215,2017-11-07,2,misdemeanor,other
11951,5179140,2017-09-14,2,felony,drug
11951,5179140,2017-09-14,4,felony,drug
11951,5179140,2017-09-14,5,misdemeanor,drug
11951,5179140,2017-09-14,1,felony,drug
11951,5179140,2017-09-14,3,felony,drug
1000258,5501737,2017-07-16,1,felony,drug
1000258,5501737,2017-07-16,2,felony,drug
1000258,5501737,2017-07-16,3,misdemeanor,drug
1025703,5829851,2017-04-29,1,misdemeanor,drug
1025703,5829851,2017-04-29,2,misdemeanor,drug
59616,5829853,2017-04-29,1,misdemeanor,drug
59616,5829853,2017-04-29,2,misdemeanor,drug
59616,5829853,2017-04-29,3,misdemeanor,drug
997460,5574779,2017-06-29,1,felony,drug
997460,5574779,2017-06-29,2,misdemeanor,drug
73957,5240261,2017-09-05,1,misdemeanor,drug
73957,5240261,2017-09-05,2,misdemeanor,drug
73957,5240261,2017-09-05,3,misdemeanor,drug
73957,5240261,2017-09-05,5,misdemeanor,drug
73957,5240261,2017-09-05,7,misdemeanor,drug
73957,5240261,2017-09-05,4,misdemeanor,drug
73957,5240261,2017-09-05,6,misdemeanor,drug
1575836,6010217,2017-03-14,1,misdemeanor,other
1575836,6010217,2017-03-14,3,misdemeanor,other
1575836,6010217,2017-03-14,4,misdemeanor,property
1575836,6010217,2017-03-14,2,misdemeanor,other
1518325,5510181,2017-07-13,1,misdemeanor,property
1518325,5510181,2017-07-13,2,misdemeanor,property
2763,5017178,2017-10-13,2,misdemeanor,drug
2763,5017178,2017-10-13,1,misdemeanor,drug
1243766,5592784,2017-06-25,1,misdemeanor,violent
1243766,5592784,2017-06-25,2,misdemeanor,violent
921628,6172486,2017-02-01,1,misdemeanor,drug
921628,6172486,2017-02-01,2,misdemeanor,drug
921628,6172486,2017-02-01,3,misdemeanor,drug
1209114,5194549,2017-09-12,2,misdemeanor,property
1209114,5194549,2017-09-12,1,misdemeanor,other
933372,5194562,2017-09-12,1,felony,drug
933372,5194562,2017-09-12,2,misdemeanor,drug
12426,6175968,2017-01-31,1,felony,drug
12426,6175968,2017-01-31,2,misdemeanor,drug
366586,5171319,2017-09-15,1,misdemeanor,property
366586,5171319,2017-09-15,2,misdemeanor,property
366586,5171319,2017-09-15,4,misdemeanor,property
366586,5171319,2017-09-15,3,misdemeanor,property
984333,5849309,2017-04-24,2,misdemeanor,drug
984333,5849309,2017-04-24,1,misdemeanor,drug
560,5601587,2017-06-22,1,misdemeanor,property
560,5601587,2017-06-22,2,misdemeanor,property
737146,6251318,2017-01-10,1,felony,other
737146,6251318,2017-01-10,2,felony,property
737146,6251318,2017-01-10,3,misdemeanor,property
1518410,5855515,2017-04-21,1,felony,drug
1518410,5855515,2017-04-21,2,felony,drug
1518410,5855515,2017-04-21,3,misdemeanor,drug
1518410,5855515,2017-04-21,4,misdemeanor,drug
1518410,5855515,2017-04-21,5,misdemeanor,drug
1485846,6251517,2017-01-10,1,misdemeanor,drug
1485846,6251517,2017-01-10,2,misdemeanor,drug
529720,5865981,2017-04-20,1,misdemeanor,drug
529720,5865981,2017-04-20,2,misdemeanor,drug
529720,5865981,2017-04-20,3,misdemeanor,drug
8537,5866047,2017-04-20,1,misdemeanor,drug
8537,5866047,2017-04-20,2,misdemeanor,drug
8537,5866047,2017-04-20,3,misdemeanor,drug
8537,5866047,2017-04-20,4,misdemeanor,drug
8537,5866047,2017-04-20,5,misdemeanor,drug
49423,5615259,2017-06-19,3,misdemeanor,property
49423,5615259,2017-06-19,1,felony,property
49423,5615259,2017-06-19,2,felony,property
1518283,5222185,2017-09-10,1,misdemeanor,drug
1518283,5222185,2017-09-10,2,misdemeanor,drug
874452,6193943,2017-01-26,1,misdemeanor,property
874452,6193943,2017-01-26,3,misdemeanor,property
874452,6193943,2017-01-26,4,misdemeanor,property
874452,6193943,2017-01-26,2,misdemeanor,property
85357,5306111,2017-08-23,3,misdemeanor,drug
85357,5306111,2017-08-23,1,felony,drug
85357,5306111,2017-08-23,2,misdemeanor,drug
963894,5306337,2017-08-23,2,misdemeanor,violent
963894,5306337,2017-08-23,1,misdemeanor,other
1041724,5337747,2017-08-17,1,misdemeanor,drug
1041724,5337747,2017-08-17,2,felony,drug
930973,5645275,2017-06-13,1,felony,drug
930973,5645275,2017-06-13,2,misdemeanor,drug
930973,5645275,2017-06-13,3,felony,drug
930973,5645275,2017-06-13,4,misdemeanor,drug
1048852,5865877,2017-04-20,1,misdemeanor,violent
1048852,5865877,2017-04-20,2,misdemeanor,violent
9798,5645445,2017-06-13,1,misdemeanor,drug
9798,5645445,2017-06-13,2,misdemeanor,drug
18146,5658540,2017-06-11,1,misdemeanor,drug
18146,5658540,2017-06-11,2,misdemeanor,drug
1244284,5924136,2017-04-05,1,misdemeanor,drug
1244284,5924136,2017-04-05,2,misdemeanor,drug
1247427,5936804,2017-04-02,1,misdemeanor,property
1247427,5936804,2017-04-02,2,misdemeanor,property
1034872,5939359,2017-03-31,1,misdemeanor,violent
1034872,5939359,2017-03-31,2,misdemeanor,property
996924,5685009,2017-06-03,1,felony,other
996924,5685009,2017-06-03,2,felony,property
996924,5685009,2017-06-03,3,misdemeanor,property
1011810,5696693,2017-05-31,1,misdemeanor,violent
1011810,5696693,2017-05-31,2,misdemeanor,property
1155341,5696492,2017-05-31,1,misdemeanor,violent
1155341,5696492,2017-05-31,2,misdemeanor,violent
1155341,5696492,2017-05-31,4,misdemeanor,other
1155341,5696492,2017-05-31,3,misdemeanor,violent
1005890,5700912,2017-05-30,2,misdemeanor,drug
1005890,5700912,2017-05-30,1,felony,drug
84740,5870775,2017-04-19,1,misdemeanor,drug
84740,5870775,2017-04-19,2,misdemeanor,drug
84740,5870775,2017-04-19,3,misdemeanor,drug
1002318,5996975,2017-03-18,1,felony,drug
1002318,5996975,2017-03-18,2,misdemeanor,drug
66010,6218143,2017-01-19,1,felony,property
66010,6218143,2017-01-19,2,misdemeanor,property
66010,6218143,2017-01-19,3,misdemeanor,property
66010,6218143,2017-01-19,4,misdemeanor,property
1017191,6012917,2017-03-13,1,misdemeanor,drug
1017191,6012917,2017-03-13,3,misdemeanor,property
1017191,6012917,2017-03-13,2,misdemeanor,drug
1026033,6030765,2017-03-08,1,misdemeanor,drug
1026033,6030765,2017-03-08,2,misdemeanor,drug
1244709,6228221,2017-01-17,1,felony,drug
1244709,6228221,2017-01-17,2,felony,drug
1244709,6228221,2017-01-17,3,misdemeanor,drug
911079,4623487,2017-12-18,2,felony,other
911079,4623487,2017-12-18,1,misdemeanor,property
911079,4623487,2017-12-18,3,misdemeanor,property
11182,4516620,2018-01-12,5,misdemeanor,drug
11182,4516620,2018-01-12,1,misdemeanor,drug
11182,4516620,2018-01-12,2,misdemeanor,drug
11182,4516620,2018-01-12,3,misdemeanor,drug
11182,4516620,2018-01-12,4,misdemeanor,drug
62650,3851456,2018-04-29,1,felony,drug
62650,3851456,2018-04-29,2,misdemeanor,drug
50617,4285310,2018-02-24,1,misdemeanor,drug
50617,4285310,2018-02-24,2,misdemeanor,drug
9330,3099100,2018-08-30,1,felony,drug
9330,3099100,2018-08-30,2,misdemeanor,drug
9330,3099100,2018-08-30,3,misdemeanor,drug
313235,3142854,2018-08-22,1,misdemeanor,violent
313235,3142854,2018-08-22,2,misdemeanor,property
45550,3595878,2018-06-14,1,felony,drug
45550,3595878,2018-06-14,2,misdemeanor,drug
1140514,2959836,2018-09-25,1,misdemeanor,property
1140514,2959836,2018-09-25,2,misdemeanor,violent
1140514,2959836,2018-09-25,3,misdemeanor,other
1140514,2959836,2018-09-25,5,misdemeanor,other
1140514,2959836,2018-09-25,4,misdemeanor,other
988622,4392985,2018-02-04,1,felony,drug
988622,4392985,2018-02-04,2,felony,drug
12485,3148932,2018-08-21,3,misdemeanor,property
12485,3148932,2018-08-21,1,misdemeanor,violent
12485,3148932,2018-08-21,2,misdemeanor,violent
913400,3895235,2018-04-20,2,misdemeanor,drug
913400,3895235,2018-04-20,1,misdemeanor,drug
1579593,2626925,2018-11-28,1,misdemeanor,property
1579593,2626925,2018-11-28,nan,misdemeanor,other
2448,4513968,2018-01-13,1,misdemeanor,property
2448,4513968,2018-01-13,nan,misdemeanor,other
1518030,3260268,2018-07-29,1,misdemeanor,violent
1518030,3260268,2018-07-29,nan,misdemeanor,other
8097,4548732,2018-01-07,1,misdemeanor,other
8097,4548732,2018-01-07,nan,misdemeanor,other
44781,4248886,2018-03-02,1,felony,other
44781,4248886,2018-03-02,nan,misdemeanor,other
1354780,3224219,2018-08-05,1,misdemeanor,violent
1354780,3224219,2018-08-05,nan,misdemeanor,other
40359,2977912,2018-09-22,1,felony,other
40359,2977912,2018-09-22,nan,misdemeanor,other
1582400,3169867,2018-08-17,1,misdemeanor,violent
1582400,3169867,2018-08-17,nan,misdemeanor,other
50059,3240187,2018-08-01,1,felony,drug
50059,3240187,2018-08-01,nan,misdemeanor,other
165544,3432064,2018-07-15,1,misdemeanor,violent
165544,3432064,2018-07-15,nan,misdemeanor,other
1582564,3260240,2018-07-29,1,misdemeanor,violent
1582564,3260240,2018-07-29,nan,misdemeanor,other
1209114,4564120,2018-01-02,1,misdemeanor,property
1209114,4564120,2018-01-02,nan,misdemeanor,other
51521,3611474,2018-06-12,1,felony,drug
51521,3611474,2018-06-12,nan,misdemeanor,other
1583479,3629656,2018-06-08,1,felony,drug
1583479,3629656,2018-06-08,nan,misdemeanor,other
3710,3715585,2018-05-23,1,felony,drug
3710,3715585,2018-05-23,nan,misdemeanor,other
955273,3862112,2018-04-26,1,misdemeanor,violent
955273,3862112,2018-04-26,nan,misdemeanor,other
11943,3948238,2018-04-12,1,felony,other
11943,3948238,2018-04-12,nan,misdemeanor,other
7843,3088519,2018-09-02,1,misdemeanor,violent
7843,3088519,2018-09-02,nan,misdemeanor,other
46765,3122490,2018-08-27,1,misdemeanor,violent
46765,3122490,2018-08-27,nan,misdemeanor,other
964495,3122515,2018-08-27,1,misdemeanor,property
964495,3122515,2018-08-27,nan,misdemeanor,other
1584493,3955956,2018-04-11,1,misdemeanor,violent
1584493,3955956,2018-04-11,nan,misdemeanor,other
10099,3443752,2018-07-12,1,felony,drug
10099,3443752,2018-07-12,nan,misdemeanor,other
1584554,3512550,2018-06-30,1,misdemeanor,property
1584554,3512550,2018-06-30,nan,misdemeanor,other
1238741,3552588,2018-06-22,1,misdemeanor,violent
10278,3964938,2018-04-10,1,felony,drug
10278,3964938,2018-04-10,nan,misdemeanor,other
1584732,3815644,2018-05-05,1,misdemeanor,property
1584732,3815644,2018-05-05,nan,misdemeanor,other
1584789,3861880,2018-04-26,1,misdemeanor,violent
1584789,3861880,2018-04-26,nan,misdemeanor,other
1584238,3982249,2018-04-07,1,misdemeanor,property
1584238,3982249,2018-04-07,nan,misdemeanor,other
1584990,2531189,2018-12-16,1,misdemeanor,violent
1584990,2531189,2018-12-16,nan,misdemeanor,other
928515,2573404,2018-12-08,1,misdemeanor,property
928515,2573404,2018-12-08,nan,misdemeanor,other
1585063,2662896,2018-11-20,1,misdemeanor,violent
1585063,2662896,2018-11-20,nan,misdemeanor,other
1004307,2684707,2018-11-16,1,misdemeanor,violent
1585104,2710863,2018-11-12,1,felony,other
1585104,2710863,2018-11-12,nan,misdemeanor,other
506287,2712568,2018-11-11,1,misdemeanor,violent
506287,2712568,2018-11-11,nan,misdemeanor,other
926134,2821354,2018-10-22,1,misdemeanor,drug
926134,2821354,2018-10-22,nan,misdemeanor,other
72527,2828967,2018-10-20,1,misdemeanor,property
72527,2828967,2018-10-20,nan,misdemeanor,other
1585196,2772260,2018-10-31,1,misdemeanor,violent
909413,2864992,2018-10-14,1,misdemeanor,property
909413,2864992,2018-10-14,nan,misdemeanor,other
992355,2882163,2018-10-10,1,misdemeanor,violent
992355,2882163,2018-10-10,nan,misdemeanor,other
51060,2910857,2018-10-04,1,misdemeanor,violent
51060,2910857,2018-10-04,nan,misdemeanor,other
8401,3015422,2018-09-15,1,felony,other
8401,3015422,2018-09-15,nan,misdemeanor,other
56916,3038058,2018-09-11,1,misdemeanor,property
56916,3038058,2018-09-11,nan,misdemeanor,other
1585624,4128311,2018-03-25,1,misdemeanor,drug
1585624,4128311,2018-03-25,nan,misdemeanor,other
12658,4142989,2018-03-21,1,misdemeanor,property
12658,4142989,2018-03-21,nan,misdemeanor,other
12682,4353893,2018-02-11,1,misdemeanor,violent
12682,4353893,2018-02-11,nan,misdemeanor,other
56944,4429693,2018-01-29,1,misdemeanor,property
56944,4429693,2018-01-29,nan,misdemeanor,other
1501632,4467178,2018-01-22,1,misdemeanor,other
1501632,4467178,2018-01-22,nan,misdemeanor,other
4571,2916795,2018-10-03,1,misdemeanor,violent
1586554,2626526,2018-11-28,1,misdemeanor,violent
2371760,6646130,2016-09-12,1,misdemeanor,violent
49063,7548223,2016-01-18,1,misdemeanor,property
1568019,7581133,2016-01-09,1,misdemeanor,drug
2373045,7308263,2016-03-25,1,misdemeanor,property
1145345,6886268,2016-07-05,1,misdemeanor,property
1189057,6886324,2016-07-05,1,misdemeanor,drug
50010,7312537,2016-03-24,1,misdemeanor,drug
2373704,6872142,2016-07-06,1,misdemeanor,drug
952629,7224927,2016-04-17,1,misdemeanor,violent
1929307,7308535,2016-03-25,1,misdemeanor,property
1548635,7533265,2016-01-22,1,misdemeanor,drug
48958,6892717,2016-07-02,1,misdemeanor,property
914393,6464199,2016-11-05,1,misdemeanor,property
44188,6899419,2016-06-30,1,misdemeanor,drug
2375125,6779375,2016-08-04,1,misdemeanor,drug
2120001,6899504,2016-06-30,1,misdemeanor,drug
50948,7330301,2016-03-20,1,misdemeanor,property
2375375,6737181,2016-08-16,1,misdemeanor,property
44266,6358900,2016-12-08,1,misdemeanor,other
910791,6486441,2016-10-29,1,misdemeanor,property
1081,6782513,2016-08-03,1,misdemeanor,drug
2375730,6782749,2016-08-03,1,misdemeanor,property
923879,7337760,2016-03-17,1,misdemeanor,drug
48891,6494395,2016-10-26,1,misdemeanor,violent
391037,6494535,2016-10-26,1,misdemeanor,property
365839,7352677,2016-03-14,1,felony,property
2376799,6501904,2016-10-24,1,misdemeanor,violent
47285,6502033,2016-10-24,1,misdemeanor,drug
1037551,7357725,2016-03-12,1,misdemeanor,drug
2377072,7359977,2016-03-11,1,misdemeanor,drug
81417,7364338,2016-03-10,1,misdemeanor,drug
48352,6793382,2016-07-31,1,misdemeanor,property
921741,6796267,2016-07-29,1,misdemeanor,property
1229596,6508591,2016-10-21,1,misdemeanor,other
1583848,6513616,2016-10-20,1,misdemeanor,violent
2300107,7501297,2016-02-04,1,misdemeanor,drug
40319,7389313,2016-03-03,1,misdemeanor,drug
1518714,7389327,2016-03-03,1,misdemeanor,drug
2378372,6521998,2016-10-19,1,misdemeanor,violent
15878,6949545,2016-06-14,1,misdemeanor,drug
20328,7394192,2016-03-02,1,misdemeanor,drug
1523855,6540328,2016-10-13,1,misdemeanor,drug
1517190,6564863,2016-10-05,1,misdemeanor,property
1527785,6568149,2016-10-04,1,misdemeanor,drug
71372,6568289,2016-10-04,1,misdemeanor,violent
84382,6962795,2016-06-11,1,misdemeanor,property
2126819,6578883,2016-09-30,1,misdemeanor,property
2379609,6586611,2016-09-28,1,misdemeanor,violent
1664315,6590255,2016-09-27,1,misdemeanor,drug
2301931,7408211,2016-02-27,1,misdemeanor,drug
51857,6964243,2016-06-10,1,misdemeanor,drug
2299970,6974710,2016-06-07,1,misdemeanor,property
40231,6974557,2016-06-07,1,misdemeanor,drug
1012901,6636408,2016-09-14,1,misdemeanor,drug
9195,6982847,2016-06-05,1,misdemeanor,property
1139339,6652380,2016-09-09,1,misdemeanor,property
2381964,6385440,2016-11-27,1,misdemeanor,violent
1367897,6394242,2016-11-22,1,misdemeanor,property
2382685,7035494,2016-05-19,1,misdemeanor,drug
933114,6665319,2016-09-06,1,misdemeanor,property
45633,6312096,2016-12-21,1,misdemeanor,property
55117,6316777,2016-12-20,1,misdemeanor,property
52342,7049654,2016-05-16,1,misdemeanor,drug
1545940,7049968,2016-05-16,1,misdemeanor,property
39076,6327518,2016-12-16,1,misdemeanor,property
66284,6327553,2016-12-16,1,misdemeanor,property
50007,6335137,2016-12-14,1,misdemeanor,property
51667,7063320,2016-05-12,1,misdemeanor,drug
50466,7143565,2016-05-10,1,misdemeanor,drug
2384132,6690156,2016-08-29,1,misdemeanor,violent
407733,6700395,2016-08-28,1,misdemeanor,property
73329,6709959,2016-08-24,1,misdemeanor,property
82901,7158372,2016-05-05,1,misdemeanor,property
390827,7158746,2016-05-05,1,misdemeanor,drug
1524377,7450849,2016-02-18,1,misdemeanor,drug
2384875,7175527,2016-04-30,1,misdemeanor,property
959729,7201687,2016-04-22,1,misdemeanor,drug
47411,7224900,2016-04-17,1,misdemeanor,drug
2372628,6852706,2016-07-12,1,misdemeanor,drug
10390,6863485,2016-07-08,1,misdemeanor,drug
404029,6869399,2016-07-07,1,misdemeanor,drug
2386180,6756759,2016-08-11,1,misdemeanor,drug
964271,7455666,2016-02-17,1,misdemeanor,drug
987020,7270790,2016-04-05,1,misdemeanor,drug
2097096,6856534,2016-07-11,1,misdemeanor,property
1460916,6891637,2016-07-03,1,misdemeanor,property
2387369,7296637,2016-03-29,1,misdemeanor,other
54651,7501001,2016-02-04,1,misdemeanor,drug
1134494,7505637,2016-02-03,1,misdemeanor,drug
983498,7518107,2016-01-30,1,misdemeanor,other
1593311,7540534,2016-01-20,1,misdemeanor,drug
510983,7544118,2016-01-19,1,misdemeanor,drug
54208,7553441,2016-01-15,1,misdemeanor,drug
914249,7553540,2016-01-15,1,misdemeanor,drug
947326,7563229,2016-01-14,1,felony,property
332369,7563460,2016-01-14,1,misdemeanor,drug
10535,6803523,2016-07-27,1,misdemeanor,drug
330484,5739584,2017-05-23,1,misdemeanor,drug
359410,5100673,2017-09-28,1,misdemeanor,property
2388875,5748721,2017-05-21,1,misdemeanor,violent
948161,5107882,2017-09-27,1,misdemeanor,property
2389303,5107482,2017-09-27,1,misdemeanor,property
989762,4608999,2017-12-21,1,misdemeanor,violent
989762,4608999,2017-12-21,nan,misdemeanor,other
56946,5897041,2017-04-12,1,misdemeanor,property
935706,6045148,2017-03-04,1,misdemeanor,violent
2299483,5120440,2017-09-25,1,misdemeanor,property
50806,5386039,2017-08-08,1,misdemeanor,drug
693285,6075050,2017-02-24,1,misdemeanor,violent
1144191,6083576,2017-02-22,1,misdemeanor,drug
917877,6088346,2017-02-21,1,misdemeanor,drug
50548,6088787,2017-02-21,1,misdemeanor,property
2378346,5331713,2017-08-18,1,misdemeanor,drug
2392737,5471562,2017-07-22,1,misdemeanor,violent
2392839,5086621,2017-10-01,1,misdemeanor,violent
936644,5088030,2017-09-30,1,misdemeanor,property
973243,4612473,2017-12-20,1,felony,property
973243,4612473,2017-12-20,nan,misdemeanor,other
241858,4612474,2017-12-20,1,misdemeanor,property
241858,4612474,2017-12-20,nan,misdemeanor,other
45031,5542341,2017-07-06,1,misdemeanor,drug
346003,4585525,2017-12-27,1,misdemeanor,property
346003,4585525,2017-12-27,nan,misdemeanor,other
1155289,6129684,2017-02-12,1,misdemeanor,drug
50524,5817693,2017-05-02,1,misdemeanor,property
2394881,5907493,2017-04-10,1,misdemeanor,property
45633,4608572,2017-12-21,1,misdemeanor,property
45633,4608572,2017-12-21,nan,misdemeanor,other
957708,6137450,2017-02-09,1,misdemeanor,drug
50507,4647040,2017-12-13,1,misdemeanor,property
50507,4647040,2017-12-13,nan,misdemeanor,other
344081,4653311,2017-12-12,1,misdemeanor,property
344081,4653311,2017-12-12,nan,misdemeanor,other
445042,4668685,2017-12-09,1,misdemeanor,property
445042,4668685,2017-12-09,nan,misdemeanor,other
81055,4697150,2017-12-04,1,felony,drug
81055,4697150,2017-12-04,nan,misdemeanor,other
1549224,4708075,2017-12-01,1,misdemeanor,property
1549224,4708075,2017-12-01,nan,misdemeanor,other
2395996,5823202,2017-05-01,1,misdemeanor,drug
45364,4842089,2017-11-10,1,misdemeanor,violent
45364,4842089,2017-11-10,nan,misdemeanor,other
49652,4840493,2017-11-11,1,felony,drug
49652,4840493,2017-11-11,nan,misdemeanor,other
1000433,4858187,2017-11-07,1,misdemeanor,property
1000433,4858187,2017-11-07,nan,misdemeanor,other
389421,5564404,2017-07-02,1,misdemeanor,drug
2284830,5179026,2017-09-14,1,misdemeanor,drug
938829,5829850,2017-04-29,1,misdemeanor,property
2397408,4933286,2017-10-29,1,misdemeanor,violent
2397611,6160909,2017-02-05,1,misdemeanor,drug
8160,6161819,2017-02-04,1,misdemeanor,property
1005385,6161893,2017-02-04,1,misdemeanor,property
50035,5579313,2017-06-28,1,misdemeanor,drug
50407,5186587,2017-09-13,1,misdemeanor,drug
1521933,4990288,2017-10-18,1,misdemeanor,property
1016985,5840453,2017-04-26,1,felony,property
315862,5596321,2017-06-23,1,misdemeanor,drug
4741,5920061,2017-04-06,1,misdemeanor,property
50089,5853932,2017-04-22,1,misdemeanor,property
390408,5226431,2017-09-08,1,misdemeanor,drug
45139,6193265,2017-01-26,1,misdemeanor,property
963230,5235583,2017-09-06,1,misdemeanor,violent
18273,5635677,2017-06-15,1,misdemeanor,drug
99254,5640243,2017-06-14,1,misdemeanor,property
956381,5870758,2017-04-19,1,misdemeanor,property
1231872,5653675,2017-06-12,1,felony,property
320100,5361963,2017-08-13,1,misdemeanor,property
65185,5365505,2017-08-11,1,misdemeanor,drug
492992,5653518,2017-06-12,1,misdemeanor,property
84546,5924111,2017-04-05,1,misdemeanor,drug
909112,5924110,2017-04-05,1,misdemeanor,drug
1950207,5661881,2017-06-09,1,felony,other
73036,5931889,2017-04-03,1,misdemeanor,property
946828,5427516,2017-07-31,1,misdemeanor,drug
83353,5427957,2017-07-31,1,misdemeanor,drug
49978,6007767,2017-03-15,1,misdemeanor,drug
2401890,5687594,2017-06-02,1,misdemeanor,violent
1551942,5437699,2017-07-28,1,misdemeanor,property
58853,5437743,2017-07-28,1,misdemeanor,drug
1019465,5725562,2017-05-27,1,misdemeanor,drug
18686,5885632,2017-04-15,1,misdemeanor,property
913221,5885660,2017-04-15,1,misdemeanor,property
2353925,5974012,2017-03-24,1,felony,drug
909112,5982001,2017-03-22,1,misdemeanor,drug
10767,5990452,2017-03-20,1,misdemeanor,property
2403134,6214514,2017-01-20,1,misdemeanor,violent
1005385,5996115,2017-03-19,1,misdemeanor,property
81851,6251165,2017-01-10,1,misdemeanor,property
580780,3792818,2018-05-09,1,misdemeanor,property
12679,4202228,2018-03-11,1,misdemeanor,violent
12679,4202228,2018-03-11,nan,misdemeanor,other
1527615,4204154,2018-03-10,1,misdemeanor,property
1527615,4204154,2018-03-10,nan,misdemeanor,other
1584432,3142813,2018-08-22,1,felony,drug
1584432,3142813,2018-08-22,nan,misdemeanor,other
2405861,4132496,2018-03-23,1,misdemeanor,property
2405861,4132496,2018-03-23,nan,misdemeanor,other
2406134,4242219,2018-03-04,1,misdemeanor,property
2406134,4242219,2018-03-04,nan,misdemeanor,other
617780,2747485,2018-11-03,1,misdemeanor,violent
2406659,3234676,2018-08-02,1,misdemeanor,violent
2406659,3234676,2018-08-02,nan,misdemeanor,other
2406724,3432063,2018-07-15,1,misdemeanor,property
2406724,3432063,2018-07-15,nan,misdemeanor,other
2406727,4087901,2018-03-29,1,misdemeanor,property
2406727,4087901,2018-03-29,nan,misdemeanor,other
2407223,4524472,2018-01-11,1,misdemeanor,property
2407223,4524472,2018-01-11,nan,misdemeanor,other
70932,2799585,2018-10-25,1,felony,other
70932,2799585,2018-10-25,nan,misdemeanor,other
3468,4187049,2018-03-13,1,misdemeanor,property
3468,4187049,2018-03-13,nan,misdemeanor,other
447224,2469881,2018-12-30,1,misdemeanor,property
447224,2469881,2018-12-30,nan,misdemeanor,other
1021639,2524562,2018-12-17,1,misdemeanor,violent
1021639,2524562,2018-12-17,nan,misdemeanor,other
219216,4259927,2018-02-28,1,felony,other
219216,4259927,2018-02-28,nan,misdemeanor,other
2299152,2602657,2018-12-03,1,misdemeanor,property
2299152,2602657,2018-12-03,nan,misdemeanor,other
496710,3052372,2018-09-08,1,misdemeanor,property
496710,3052372,2018-09-08,nan,misdemeanor,other
11497,2746030,2018-11-04,1,misdemeanor,violent
11497,2746030,2018-11-04,nan,misdemeanor,other
2411254,4164919,2018-03-17,1,misdemeanor,property
2411254,4164919,2018-03-17,nan,misdemeanor,other
361316,3393848,2018-07-20,1,misdemeanor,property
361316,3393848,2018-07-20,nan,misdemeanor,other
61967,3563376,2018-06-21,1,misdemeanor,property
61967,3563376,2018-06-21,nan,misdemeanor,other
2412287,2980585,2018-09-21,1,misdemeanor,property
2412287,2980585,2018-09-21,nan,misdemeanor,other
2406015,3234376,2018-08-02,1,misdemeanor,property
2406015,3234376,2018-08-02,nan,misdemeanor,other
1054797,3261856,2018-07-28,1,misdemeanor,violent
1054797,3261856,2018-07-28,nan,misdemeanor,other
52832,3476283,2018-07-07,1,misdemeanor,drug
52832,3476283,2018-07-07,nan,misdemeanor,other
2416828,3746548,2018-05-17,1,misdemeanor,violent
2416828,3746548,2018-05-17,nan,misdemeanor,other
44848,3895355,2018-04-20,1,felony,drug
44848,3895355,2018-04-20,nan,misdemeanor,other
39070,3984786,2018-04-06,1,misdemeanor,property
39070,3984786,2018-04-06,nan,misdemeanor,other
914483,4304246,2018-02-20,1,felony,drug
914483,4304246,2018-02-20,nan,misdemeanor,other
977417,3092334,2018-08-31,1,felony,drug
977417,3092334,2018-08-31,nan,misdemeanor,other
2399239,3228304,2018-08-03,1,misdemeanor,property
2399239,3228304,2018-08-03,nan,misdemeanor,other
50010,3465559,2018-07-10,1,felony,other
50010,3465559,2018-07-10,nan,misdemeanor,other
44848,3514905,2018-06-29,1,misdemeanor,drug
44848,3514905,2018-06-29,nan,misdemeanor,other
8228,3537011,2018-06-26,1,felony,drug
8228,3537011,2018-06-26,nan,misdemeanor,other
2418701,3550088,2018-06-23,1,misdemeanor,violent
2418701,3550088,2018-06-23,nan,misdemeanor,other
68897,3563300,2018-06-21,1,misdemeanor,other
68897,3563300,2018-06-21,nan,misdemeanor,other
2299292,3617677,2018-06-11,1,misdemeanor,violent
2299292,3617677,2018-06-11,nan,misdemeanor,other
68645,3627196,2018-06-09,1,misdemeanor,property
68645,3627196,2018-06-09,nan,misdemeanor,other
1595625,3629922,2018-06-08,1,felony,drug
1595625,3629922,2018-06-08,nan,misdemeanor,other
1276365,3637486,2018-06-07,1,felony,other
1276365,3637486,2018-06-07,nan,misdemeanor,other
2330276,3645455,2018-06-06,1,misdemeanor,violent
2330276,3645455,2018-06-06,nan,misdemeanor,other
978984,3705426,2018-05-26,1,misdemeanor,property
978984,3705426,2018-05-26,nan,misdemeanor,other
1140871,3711768,2018-05-24,1,misdemeanor,property
1140871,3711768,2018-05-24,nan,misdemeanor,other
2299306,3720530,2018-05-22,1,felony,other
2299306,3720530,2018-05-22,nan,misdemeanor,other
1204582,3818490,2018-05-04,1,felony,other
1204582,3818490,2018-05-04,nan,misdemeanor,other
50396,3818841,2018-05-04,1,misdemeanor,property
50396,3818841,2018-05-04,nan,misdemeanor,other
49899,3985615,2018-04-06,1,felony,drug
49899,3985615,2018-04-06,nan,misdemeanor,other
